Source,Target,Weight
sequence analysis,synthesis,8
sequence analysis,transmissible gastroenteritis virus,8
sequence analysis,vaccine strain,8
sequence analysis,vitro,8
sequence analysis,sera,7
sequence analysis,structural protein,6
sequence analysis,substitution,6
sequence analysis,titer,6
sequence analysis,viral rna,6
sequence analysis,signal,5
sequence analysis,swine,5
sequence analysis,taiwan,5
sequence analysis,transcript,5
sequence analysis,tropism,5
sequence analysis,yeast,5
sequence analysis,symptom,4
sequence analysis,template,4
sequence analysis,transcription,4
sequence analysis,translation,4
sequence analysis,vero cell,4
sequence analysis,viral protein,4
sequence analysis,vomiting,4
sequence analysis,western blot,4
sequence analysis,winter,4
sequence analysis,serum sample,3
sequence analysis,survey,3
sequence analysis,swab,3
sequence analysis,united states,3
sequence analysis,viral replication,3
sequence analysis,virion,3
sequence analysis,vivo,3
sequence analysis,wuhan,3
sequence analysis,situation,2
sequence analysis,specific,2
sequence analysis,specific antibody,2
sequence analysis,subject,2
sequence analysis,subunit,2
sequence analysis,theory,2
sequence analysis,threat,2
sequence analysis,titre,2
sequence analysis,transfection,2
sequence analysis,user,2
sequence analysis,viral particle,2
sequence analysis,virus isolation,2
sequence analysis,virus replication,2
sequence analysis,virus titer,2
sequence analysis,year period,2
sequence analysis,young child,2
sequence analysis,sex,1
sequence analysis,staining,1
sequence analysis,substrate,1
sequence analysis,summary background,1
sequence analysis,surveillance system,1
sequence analysis,throat swab,1
sequence analysis,tnf,1
sequence analysis,toxicity,1
sequence analysis,united state,1
sequence analysis,vaccine candidate,1
sequence analysis,viral antigen,1
sequence analysis,viral entry,1
sequence analysis,viral pneumonia,1
sequence analysis,viral respiratory infection,1
sequence analysis,viremia,1
sequence analysis,virus detection,1
sequence analysis,virus genome,1
sequence analysis,western blot analysis,1
sequence analysis,western blotting,1
sequence analysis,woman,1
sequence analysis,world health organization,1
sera,specific antibody,34
sera,serum sample,32
sera,titer,20
sera,total,19
sera,western blot,19
sera,spike,17
sera,vitro,14
sera,specimen,12
sera,surveillance,12
sera,swine,12
sera,symptom,12
sera,spike protein,11
sera,titre,11
sera,viral protein,10
sera,serotype,9
sera,tgev,9
sera,transmissible gastroenteritis virus,9
sera,structural protein,7
sera,vaccine candidate,7
sera,study design,6
sera,survey,6
sera,tnf,6
sera,virion,6
sera,western blot analysis,6
sera,structure,5
sera,subunit,5
sera,viral antigen,5
sera,viral rna,5
sera,vivo,5
sera,vsv,5
sera,signal,4
sera,swab,4
sera,t cell,4
sera,vesicular stomatitis virus,4
sera,situation,3
sera,specific,3
sera,staining,3
sera,t cell response,3
sera,test result,3
sera,throat swab,3
sera,upper respiratory tract infection,3
sera,vero cell,3
sera,western blotting,3
sera,woman,3
sera,standard,2
sera,stimulation,2
sera,study period,2
sera,subject,2
sera,synthesis,2
sera,target cell,2
sera,threat,2
sera,toll,2
sera,transcription factor,2
sera,tropism,2
sera,united states,2
sera,vaccine strain,2
sera,viremia,2
sera,virus detection,2
sera,virus isolation,2
sera,virus particle,2
sera,virus replication,2
sera,virus titer,2
sera,vlp,2
sera,winter,2
sera,world health organization,2
sera,sex,1
sera,substrate,1
sera,summary background,1
sera,t lymphocyte,1
sera,taiwan,1
sera,template,1
sera,theory,1
sera,transcript,1
sera,transfection,1
sera,translation,1
sera,transportation,1
sera,user,1
sera,ventilation,1
sera,vietnam,1
sera,viral agent,1
sera,viral entry,1
sera,viral genome,1
sera,visit,1
sera,wild type,1
sera,wuhan,1
sera,year period,1
sera,young child,1
serotype,vaccine strain,13
serotype,total,9
serotype,specimen,8
serotype,vitro,8
serotype,spike,7
serotype,spike protein,7
serotype,surveillance,7
serotype,tropism,7
serotype,structure,6
serotype,titer,6
serotype,vaccine candidate,6
serotype,viral replication,6
serotype,swab,5
serotype,symptom,5
serotype,viral genome,5
serotype,viral rna,5
serotype,virion,5
serotype,situation,4
serotype,specific antibody,4
serotype,standard,4
serotype,structural protein,4
serotype,substitution,4
serotype,taiwan,4
serotype,threat,4
serotype,viral protein,4
serotype,virus replication,4
serotype,serum sample,3
serotype,study period,3
serotype,subunit,3
serotype,swine,3
serotype,viral antigen,3
serotype,viral particle,3
serotype,virus titer,3
serotype,vivo,3
serotype,year period,3
serotype,specific,2
serotype,subject,2
serotype,survey,2
serotype,t cell response,2
serotype,target cell,2
serotype,titre,2
serotype,tnf,2
serotype,toll,2
serotype,una,2
serotype,united state,2
serotype,variable,2
serotype,viral titer,2
serotype,virus particle,2
serotype,ward,2
serotype,wild type,2
serotype,service,1
serotype,signal,1
serotype,staff,1
serotype,stimulation,1
serotype,study design,1
serotype,supply,1
serotype,suppression,1
serotype,synthesis,1
serotype,template,1
serotype,test result,1
serotype,theory,1
serotype,throat swab,1
serotype,total number,1
serotype,transcript,1
serotype,transcription,1
serotype,transfection,1
serotype,transmissible gastroenteritis virus,1
serotype,transplantation,1
serotype,travel,1
serotype,united states,1
serotype,upper respiratory tract infection,1
serotype,user,1
serotype,vero cell,1
serotype,vietnam,1
serotype,viral agent,1
serotype,viral pneumonia,1
serotype,virale,1
serotype,viremia,1
serotype,virus detection,1
serotype,virus genome,1
serotype,virus isolation,1
serotype,vlp,1
serotype,vomiting,1
serotype,vsv,1
serotype,western blot analysis,1
serotype,winter,1
serotype,yeast,1
serotype,young child,1
serum sample,total,24
serum sample,specific antibody,14
serum sample,symptom,12
serum sample,titer,9
serum sample,survey,7
serum sample,swine,7
serum sample,specimen,6
serum sample,spike,6
serum sample,surveillance,6
serum sample,titre,6
serum sample,subject,5
serum sample,western blot,5
serum sample,study design,4
serum sample,throat swab,4
serum sample,viral rna,4
serum sample,vitro,4
serum sample,western blotting,4
serum sample,swab,3
serum sample,tgev,3
serum sample,tnf,3
serum sample,transmissible gastroenteritis virus,3
serum sample,viral antigen,3
serum sample,viral protein,3
serum sample,viremia,3
serum sample,virus isolation,3
serum sample,worker,3
serum sample,sex,2
serum sample,signal,2
serum sample,spike protein,2
serum sample,suppression,2
serum sample,threat,2
serum sample,transfection,2
serum sample,united states,2
serum sample,university,2
serum sample,wild type,2
serum sample,woman,2
serum sample,specific,1
serum sample,standard,1
serum sample,structure,1
serum sample,study period,1
serum sample,subunit,1
serum sample,summary background,1
serum sample,synthesis,1
serum sample,t lymphocyte,1
serum sample,taiwan,1
serum sample,test result,1
serum sample,translation,1
serum sample,tropism,1
serum sample,upper respiratory tract infection,1
serum sample,user,1
serum sample,vaccine candidate,1
serum sample,vero cell,1
serum sample,viral agent,1
serum sample,viral genome,1
serum sample,virale,1
serum sample,virion,1
serum sample,vomiting,1
serum sample,western blot analysis,1
serum sample,winter,1
serum sample,year period,1
service,staff,21
service,training,19
service,total,16
service,survey,15
service,structure,14
service,standard,13
service,symptom,13
service,team,12
service,situation,11
service,surveillance,11
service,taiwan,11
service,user,11
service,society,10
service,threat,10
service,visit,10
service,ward,9
service,supply,8
service,travel,8
service,transportation,7
service,specimen,6
service,subject,5
service,topic,5
service,woman,5
service,wuhan,5
service,united states,4
service,variable,4
service,virale,4
service,web,4
service,study period,3
service,theory,3
service,total number,3
service,uncertainty,3
service,university,3
service,university hospital,3
service,worker,3
service,world health organization,3
service,year period,3
service,sex,2
service,synthesis,2
service,transcript,2
service,transplantation,2
service,ventilation,2
service,viral antigen,2
service,virus detection,2
service,winter,2
service,signal,1
service,specific,1
service,specific antibody,1
service,spike,1
service,study design,1
service,substitution,1
service,summary background,1
service,surveillance system,1
service,template,1
service,throat swab,1
service,titer,1
service,united state,1
service,vomiting,1
service,yeast,1
service,young child,1
sex,total,16
sex,subject,11
sex,symptom,9
sex,variable,9
sex,survey,7
sex,woman,7
sex,taiwan,5
sex,university,5
sex,total number,4
sex,winter,4
sex,wuhan,4
sex,signal,3
sex,specimen,3
sex,staff,3
sex,study design,3
sex,summary background,3
sex,test result,3
sex,vitro,3
sex,structure,2
sex,titer,2
sex,tnf,2
sex,una,2
sex,user,2
sex,viral rna,2
sex,virale,2
sex,visit,2
sex,vivo,2
sex,worker,2
sex,year period,2
sex,specific,1
sex,specific antibody,1
sex,surveillance,1
sex,surveillance system,1
sex,swab,1
sex,t cell,1
sex,t cell response,1
sex,template,1
sex,threat,1
sex,toll,1
sex,toxicity,1
sex,training,1
sex,transportation,1
sex,travel,1
sex,upper respiratory tract infection,1
sex,ventilation,1
sex,vietnam,1
sex,viral replication,1
sex,wild type,1
sex,world health organization,1
sex,young child,1
signal,structure,27
signal,vitro,16
signal,viral protein,13
signal,synthesis,12
signal,viral rna,12
signal,t cell,11
signal,virus replication,11
signal,viral replication,10
signal,staining,9
signal,specimen,8
signal,stimulation,8
signal,transcript,8
signal,transcription,8
signal,structural protein,7
signal,surveillance,7
signal,total,7
signal,viral genome,7
signal,virion,7
signal,substrate,6
signal,subunit,6
signal,tgev,6
signal,toll,6
signal,translation,6
signal,transmissible gastroenteritis virus,6
signal,vivo,6
signal,wild type,6
signal,spike,5
signal,subject,5
signal,surveillance system,5
signal,symptom,5
signal,t lymphocyte,5
signal,target cell,5
signal,tnf,5
signal,transcription factor,5
signal,virus particle,5
signal,western blot,5
signal,yeast,5
signal,situation,4
signal,substitution,4
signal,theory,4
signal,threat,4
signal,titer,4
signal,viral particle,4
signal,western blot analysis,4
signal,specific antibody,3
signal,swine,3
signal,user,3
signal,viral antigen,3
signal,virus entry,3
signal,virus genome,3
signal,vomiting,3
signal,woman,3
signal,specific,2
signal,spike protein,2
signal,study design,2
signal,template,2
signal,transfection,2
signal,uncertainty,2
signal,standard,1
signal,suppression,1
signal,survey,1
signal,swab,1
signal,t cell response,1
signal,taiwan,1
signal,test result,1
signal,titre,1
signal,topic,1
signal,toxicity,1
signal,training,1
signal,tropism,1
signal,vaccine candidate,1
signal,vaccine strain,1
signal,vero cell,1
signal,viral agent,1
signal,viral titer,1
signal,virale,1
signal,virus detection,1
signal,virus isolation,1
signal,visit,1
signal,vlp,1
signal,vsv,1
signal,western blotting,1
signal,world health organization,1
signal,wuhan,1
situation,staff,19
situation,threat,18
situation,structure,17
situation,wuhan,16
situation,symptom,13
situation,standard,12
situation,surveillance,11
situation,society,10
situation,world health organization,10
situation,worker,9
situation,total,8
situation,training,7
situation,university,7
situation,variable,6
situation,subject,5
situation,supply,5
situation,survey,5
situation,taiwan,5
situation,topic,5
situation,united states,5
situation,ward,5
situation,una,4
situation,user,4
situation,substitution,3
situation,team,3
situation,transportation,3
situation,uncertainty,3
situation,vitro,3
situation,stimulation,2
situation,study design,2
situation,study period,2
situation,surveillance system,2
situation,test result,2
situation,tgev,2
situation,theory,2
situation,transmissible gastroenteritis virus,2
situation,transplantation,2
situation,vaccine strain,2
situation,viral agent,2
situation,viral pneumonia,2
situation,viral protein,2
situation,virale,2
situation,woman,2
situation,year period,2
situation,specific,1
situation,specific antibody,1
situation,specimen,1
situation,substrate,1
situation,summary background,1
situation,suppression,1
situation,swine,1
situation,synthesis,1
situation,t cell,1
situation,t lymphocyte,1
situation,throat swab,1
situation,tnf,1
situation,toll,1
situation,total number,1
situation,toxicity,1
situation,transcription,1
situation,translation,1
situation,travel,1
situation,united state,1
situation,university hospital,1
situation,upper respiratory tract infection,1
situation,vaccine candidate,1
situation,ventilation,1
situation,vietnam,1
situation,viral genome,1
situation,viremia,1
situation,virion,1
situation,virus genome,1
situation,virus isolation,1
situation,virus replication,1
situation,vivo,1
situation,vlp,1
situation,web,1
situation,western blot,1
situation,winter,1
situation,young child,1
society,threat,15
society,topic,12
society,standard,8
society,training,8
society,surveillance,7
society,symptom,7
society,una,7
society,travel,6
society,staff,5
society,subject,5
society,supply,4
society,taiwan,4
society,university,4
society,theory,3
society,total,3
society,web,3
society,woman,3
society,throat swab,2
society,toll,2
society,toxicity,2
society,transplantation,2
society,transportation,2
society,united states,2
society,variable,2
society,viral respiratory infection,2
society,ward,2
society,wuhan,2
society,specimen,1
society,spike protein,1
society,structure,1
society,study design,1
society,surveillance system,1
society,survey,1
society,team,1
society,university hospital,1
society,user,1
society,vaccine candidate,1
society,viral agent,1
society,viral genome,1
society,viral pneumonia,1
society,virale,1
society,virus replication,1
society,visit,1
society,worker,1
society,world health organization,1
society,young child,1
specific,spike,8
specific,t cell,7
specific,vitro,7
specific,virion,5
specific,specimen,4
specific,structural protein,4
specific,t cell response,4
specific,tgev,4
specific,titer,4
specific,transmissible gastroenteritis virus,4
specific,viral replication,4
specific,structure,3
specific,subunit,3
specific,titre,3
specific,tnf,3
specific,vivo,3
specific,specific antibody,2
specific,stimulation,2
specific,study period,2
specific,suppression,2
specific,swine,2
specific,symptom,2
specific,t lymphocyte,2
specific,target cell,2
specific,total,2
specific,translation,2
specific,viral entry,2
specific,viral rna,2
specific,virus particle,2
specific,staff,1
specific,staining,1
specific,standard,1
specific,study design,1
specific,substitution,1
specific,summary background,1
specific,survey,1
specific,synthesis,1
specific,toll,1
specific,toxicity,1
specific,training,1
specific,transcription factor,1
specific,transfection,1
specific,united state,1
specific,user,1
specific,vero cell,1
specific,vesicular stomatitis virus,1
specific,viral genome,1
specific,viral particle,1
specific,viral protein,1
specific,viral titer,1
specific,virus entry,1
specific,virus titer,1
specific,vsv,1
specific,ward,1
specific,western blot,1
specific,western blot analysis,1
specific,western blotting,1
specific,wild type,1
specific,woman,1
specific,wuhan,1
specific,year period,1
specific antibody,titer,14
specific antibody,tgev,11
specific antibody,spike,9
specific antibody,swine,9
specific antibody,synthesis,7
specific antibody,titre,7
specific antibody,transmissible gastroenteritis virus,7
specific antibody,vitro,7
specific antibody,t cell,6
specific antibody,t lymphocyte,6
specific antibody,viral antigen,6
specific antibody,viral protein,6
specific antibody,specimen,5
specific antibody,spike protein,5
specific antibody,structure,5
specific antibody,subject,5
specific antibody,subunit,5
specific antibody,surveillance,5
specific antibody,vaccine candidate,5
specific antibody,symptom,4
specific antibody,total,4
specific antibody,viral replication,4
specific antibody,western blot,4
specific antibody,western blotting,4
specific antibody,stimulation,3
specific antibody,structural protein,3
specific antibody,threat,3
specific antibody,survey,2
specific antibody,swab,2
specific antibody,t cell response,2
specific antibody,taiwan,2
specific antibody,transcription,2
specific antibody,tropism,2
specific antibody,vaccine strain,2
specific antibody,viral entry,2
specific antibody,virion,2
specific antibody,virus particle,2
specific antibody,vivo,2
specific antibody,staining,1
specific antibody,standard,1
specific antibody,substitution,1
specific antibody,summary background,1
specific antibody,template,1
specific antibody,test result,1
specific antibody,theory,1
specific antibody,tnf,1
specific antibody,transcription factor,1
specific antibody,united states,1
specific antibody,university,1
specific antibody,university hospital,1
specific antibody,vero cell,1
specific antibody,vesicular stomatitis virus,1
specific antibody,viral agent,1
specific antibody,viral titer,1
specific antibody,viremia,1
specific antibody,virus isolation,1
specific antibody,virus replication,1
specific antibody,virus titer,1
specific antibody,vlp,1
specific antibody,western blot analysis,1
specific antibody,wild type,1
specific antibody,woman,1
specimen,total,40
specimen,symptom,32
specimen,study design,21
specimen,surveillance,19
specimen,viral agent,15
specimen,swab,14
specimen,winter,14
specimen,virus isolation,13
specimen,standard,12
specimen,throat swab,12
specimen,subject,9
specimen,viral rna,9
specimen,virus detection,8
specimen,young child,8
specimen,study period,7
specimen,test result,7
specimen,titer,7
specimen,template,6
specimen,viral antigen,6
specimen,staining,5
specimen,survey,5
specimen,upper respiratory tract infection,5
specimen,viral respiratory infection,5
specimen,virale,5
specimen,ward,5
specimen,swine,4
specimen,university hospital,4
specimen,ventilation,4
specimen,viral genome,4
specimen,viral protein,4
specimen,vitro,4
specimen,wuhan,4
specimen,year period,4
specimen,staff,3
specimen,subunit,3
specimen,taiwan,3
specimen,threat,3
specimen,training,3
specimen,transplantation,3
specimen,tropism,3
specimen,user,3
specimen,variable,3
specimen,vietnam,3
specimen,viral replication,3
specimen,viremia,3
specimen,virus genome,3
specimen,woman,3
specimen,worker,3
specimen,world health organization,3
specimen,structure,2
specimen,substitution,2
specimen,summary background,2
specimen,surveillance system,2
specimen,synthesis,2
specimen,t cell,2
specimen,theory,2
specimen,transmissible gastroenteritis virus,2
specimen,transportation,2
specimen,travel,2
specimen,united state,2
specimen,vaccine strain,2
specimen,viral particle,2
specimen,virus particle,2
specimen,visit,2
specimen,vomiting,2
specimen,wild type,2
specimen,structural protein,1
specimen,substrate,1
specimen,supply,1
specimen,suppression,1
specimen,t lymphocyte,1
specimen,target cell,1
specimen,team,1
specimen,tgev,1
specimen,tnf,1
specimen,topic,1
specimen,total number,1
specimen,toxicity,1
specimen,transcription,1
specimen,una,1
specimen,united states,1
specimen,university,1
specimen,vaccine candidate,1
specimen,viral pneumonia,1
specimen,viral titer,1
specimen,virion,1
specimen,vsv,1
spike,structure,28
spike,spike protein,23
spike,structural protein,18
spike,vitro,18
spike,tgev,16
spike,substitution,14
spike,transmissible gastroenteritis virus,14
spike,viral entry,13
spike,virion,13
spike,titer,10
spike,virus entry,10
spike,t cell,9
spike,target cell,9
spike,tropism,9
spike,subunit,7
spike,synthesis,7
spike,vaccine strain,7
spike,vero cell,7
spike,viral antigen,7
spike,viral protein,7
spike,viral replication,7
spike,vivo,7
spike,swine,5
spike,threat,5
spike,total,5
spike,transcription,5
spike,vaccine candidate,5
spike,vesicular stomatitis virus,5
spike,virus particle,5
spike,virus replication,5
spike,t cell response,4
spike,template,4
spike,viral genome,4
spike,vsv,4
spike,western blot,4
spike,yeast,4
spike,stimulation,3
spike,surveillance,3
spike,survey,3
spike,t lymphocyte,3
spike,titre,3
spike,viral rna,3
spike,western blotting,3
spike,wild type,3
spike,wuhan,3
spike,staining,2
spike,summary background,2
spike,suppression,2
spike,taiwan,2
spike,tnf,2
spike,transfection,2
spike,translation,2
spike,user,2
spike,viral agent,2
spike,viral particle,2
spike,viral titer,2
spike,virus genome,2
spike,vlp,2
spike,winter,2
spike,world health organization,2
spike,study design,1
spike,study period,1
spike,substrate,1
spike,surveillance system,1
spike,swab,1
spike,symptom,1
spike,team,1
spike,theory,1
spike,topic,1
spike,total number,1
spike,transcript,1
spike,transportation,1
spike,university,1
spike,virus titer,1
spike,vomiting,1
spike,western blot analysis,1
spike protein,structure,15
spike protein,vitro,13
spike protein,tgev,12
spike protein,subunit,11
spike protein,transmissible gastroenteritis virus,10
spike protein,target cell,8
spike protein,vaccine candidate,8
spike protein,viral entry,8
spike protein,vero cell,7
spike protein,titer,6
spike protein,viral replication,6
spike protein,virus entry,6
spike protein,substitution,5
spike protein,t cell response,5
spike protein,staining,4
spike protein,structural protein,4
spike protein,swine,4
spike protein,viral protein,4
spike protein,t cell,3
spike protein,tnf,3
spike protein,tropism,3
spike protein,vaccine strain,3
spike protein,virion,3
spike protein,vivo,3
spike protein,western blot,3
spike protein,western blot analysis,3
spike protein,summary background,2
spike protein,surveillance,2
spike protein,symptom,2
spike protein,synthesis,2
spike protein,threat,2
spike protein,titre,2
spike protein,total,2
spike protein,united state,2
spike protein,user,2
spike protein,viral antigen,2
spike protein,viral genome,2
spike protein,viral particle,2
spike protein,viral rna,2
spike protein,virus titer,2
spike protein,wild type,2
spike protein,wuhan,2
spike protein,staff,1
spike protein,survey,1
spike protein,swab,1
spike protein,template,1
spike protein,test result,1
spike protein,toll,1
spike protein,transcription factor,1
spike protein,united states,1
spike protein,university,1
spike protein,vietnam,1
spike protein,viral agent,1
spike protein,viral pneumonia,1
spike protein,virus genome,1
spike protein,virus isolation,1
spike protein,virus particle,1
spike protein,virus replication,1
spike protein,vlp,1
spike protein,western blotting,1
spike protein,world health organization,1
staff,training,31
staff,total,21
staff,survey,17
staff,worker,17
staff,standard,12
staff,supply,11
staff,symptom,11
staff,surveillance,10
staff,team,10
staff,threat,10
staff,ward,10
staff,subject,7
staff,wuhan,7
staff,structure,6
staff,university,6
staff,topic,5
staff,travel,5
staff,variable,5
staff,study design,4
staff,taiwan,4
staff,transportation,4
staff,user,4
staff,visit,4
staff,world health organization,4
staff,study period,3
staff,surveillance system,3
staff,swab,3
staff,total number,3
staff,summary background,2
staff,uncertainty,2
staff,united states,2
staff,university hospital,2
staff,ventilation,2
staff,vietnam,2
staff,winter,2
staff,woman,2
staff,swine,1
staff,synthesis,1
staff,t cell response,1
staff,test result,1
staff,united state,1
staff,viral respiratory infection,1
staff,virale,1
staff,virus detection,1
staff,web,1
staff,young child,1
staining,vitro,18
staining,t cell,8
staining,tnf,7
staining,viral rna,7
staining,virus replication,7
staining,titer,6
staining,vivo,6
staining,structure,5
staining,t lymphocyte,5
staining,western blotting,5
staining,transcription,4
staining,vero cell,4
staining,viral antigen,4
staining,virion,4
staining,western blot,4
staining,stimulation,3
staining,swine,3
staining,symptom,3
staining,total,3
staining,toxicity,3
staining,viral protein,3
staining,western blot analysis,3
staining,synthesis,2
staining,tgev,2
staining,toll,2
staining,transcript,2
staining,transfection,2
staining,transmissible gastroenteritis virus,2
staining,vesicular stomatitis virus,2
staining,viral agent,2
staining,viral particle,2
staining,viral replication,2
staining,virus isolation,2
staining,virus particle,2
staining,young child,2
staining,standard,1
staining,structural protein,1
staining,study design,1
staining,study period,1
staining,substrate,1
staining,subunit,1
staining,summary background,1
staining,suppression,1
staining,survey,1
staining,t cell response,1
staining,target cell,1
staining,template,1
staining,titre,1
staining,transcription factor,1
staining,translation,1
staining,tropism,1
staining,united states,1
staining,vaccine candidate,1
staining,viral entry,1
staining,viral genome,1
staining,viral titer,1
staining,virus titer,1
staining,vomiting,1
staining,vsv,1
staining,wild type,1
staining,woman,1
staining,yeast,1
standard,training,13
standard,surveillance,12
standard,threat,10
standard,survey,8
standard,team,8
standard,variable,7
standard,subject,6
standard,surveillance system,6
standard,total,6
standard,ward,6
standard,study design,5
standard,world health organization,5
standard,wuhan,5
standard,summary background,4
standard,symptom,4
standard,united states,4
standard,vitro,4
standard,worker,4
standard,structure,3
standard,supply,3
standard,topic,3
standard,travel,3
standard,university,3
standard,ventilation,3
standard,subunit,2
standard,swine,2
standard,synthesis,2
standard,taiwan,2
standard,template,2
standard,test result,2
standard,uncertainty,2
standard,vaccine candidate,2
standard,viral agent,2
standard,viral replication,2
standard,virus detection,2
standard,visit,2
standard,web,2
standard,substrate,1
standard,theory,1
standard,throat swab,1
standard,titer,1
standard,translation,1
standard,transplantation,1
standard,transportation,1
standard,una,1
standard,united state,1
standard,upper respiratory tract infection,1
standard,user,1
standard,vero cell,1
standard,viral genome,1
standard,viral rna,1
standard,virus isolation,1
standard,virus titer,1
standard,vivo,1
standard,vlp,1
standard,western blotting,1
standard,winter,1
stimulation,t cell,26
stimulation,vitro,21
stimulation,tnf,12
stimulation,synthesis,10
stimulation,t lymphocyte,9
stimulation,toll,9
stimulation,structure,8
stimulation,viral replication,8
stimulation,t cell response,6
stimulation,vivo,6
stimulation,subject,5
stimulation,tgev,5
stimulation,transmissible gastroenteritis virus,5
stimulation,viral rna,5
stimulation,suppression,4
stimulation,target cell,4
stimulation,transcription,4
stimulation,transcription factor,4
stimulation,total,3
stimulation,transcript,3
stimulation,translation,3
stimulation,virus replication,3
stimulation,structural protein,2
stimulation,substrate,2
stimulation,subunit,2
stimulation,swine,2
stimulation,symptom,2
stimulation,threat,2
stimulation,titer,2
stimulation,titre,2
stimulation,total number,2
stimulation,toxicity,2
stimulation,vaccine candidate,2
stimulation,vero cell,2
stimulation,vesicular stomatitis virus,2
stimulation,viral antigen,2
stimulation,viral protein,2
stimulation,virion,2
stimulation,virus particle,2
stimulation,vsv,2
stimulation,western blot,2
stimulation,study design,1
stimulation,substitution,1
stimulation,template,1
stimulation,theory,1
stimulation,topic,1
stimulation,transplantation,1
stimulation,tropism,1
stimulation,vaccine strain,1
stimulation,viral agent,1
stimulation,viral titer,1
stimulation,viremia,1
stimulation,virus detection,1
stimulation,virus genome,1
stimulation,vlp,1
stimulation,ward,1
stimulation,western blot analysis,1
stimulation,wild type,1
stimulation,world health organization,1
stimulation,yeast,1
structural protein,virion,19
structural protein,structure,17
structural protein,synthesis,13
structural protein,vitro,13
structural protein,translation,9
structural protein,viral replication,9
structural protein,viral protein,8
structural protein,transcription,7
structural protein,viral genome,7
structural protein,western blotting,7
structural protein,subunit,6
structural protein,tgev,6
structural protein,vlp,6
structural protein,virus particle,5
structural protein,t cell response,4
structural protein,yeast,4
structural protein,swine,3
structural protein,t cell,3
structural protein,transmissible gastroenteritis virus,3
structural protein,viral particle,3
structural protein,virus replication,3
structural protein,western blot,3
structural protein,western blot analysis,3
structural protein,surveillance,2
structural protein,threat,2
structural protein,titre,2
structural protein,transcript,2
structural protein,viral rna,2
structural protein,virus genome,2
structural protein,virus titer,2
structural protein,study design,1
structural protein,substitution,1
structural protein,substrate,1
structural protein,suppression,1
structural protein,surveillance system,1
structural protein,survey,1
structural protein,symptom,1
structural protein,t lymphocyte,1
structural protein,target cell,1
structural protein,template,1
structural protein,theory,1
structural protein,titer,1
structural protein,topic,1
structural protein,transcription factor,1
structural protein,tropism,1
structural protein,vaccine candidate,1
structural protein,vero cell,1
structural protein,vesicular stomatitis virus,1
structural protein,viral antigen,1
structural protein,viral titer,1
structural protein,virus entry,1
structural protein,vivo,1
structural protein,vsv,1
structural protein,wild type,1
structure,vitro,56
structure,virion,47
structure,synthesis,44
structure,translation,30
structure,viral protein,27
structure,transcription,24
structure,virus particle,24
structure,substrate,23
structure,viral replication,22
structure,virus replication,22
structure,subunit,21
structure,viral rna,21
structure,threat,18
structure,substitution,17
structure,surveillance,17
structure,transcript,16
structure,theory,15
structure,viral genome,15
structure,tgev,14
structure,template,12
structure,user,12
structure,vivo,12
structure,viral entry,11
structure,wild type,11
structure,virus genome,10
structure,yeast,10
structure,survey,9
structure,symptom,9
structure,t cell,9
structure,total,9
structure,viral particle,9
structure,topic,8
structure,transmissible gastroenteritis virus,8
structure,tropism,8
structure,variable,8
structure,vlp,8
structure,target cell,7
structure,team,7
structure,toxicity,7
structure,subject,6
structure,surveillance system,6
structure,t cell response,6
structure,t lymphocyte,6
structure,training,6
structure,virus entry,6
structure,web,6
structure,supply,5
structure,transfection,5
structure,transplantation,5
structure,vaccine candidate,5
structure,study design,4
structure,uncertainty,4
structure,united states,4
structure,university,4
structure,vero cell,4
structure,virale,4
structure,western blot,4
structure,western blot analysis,4
structure,world health organization,4
structure,suppression,3
structure,taiwan,3
structure,test result,3
structure,toll,3
structure,transportation,3
structure,vesicular stomatitis virus,3
structure,viral antigen,3
structure,visit,3
structure,ward,3
structure,western blotting,3
structure,wuhan,3
structure,year period,3
structure,swine,2
structure,titre,2
structure,tnf,2
structure,transcription factor,2
structure,travel,2
structure,una,2
structure,united state,2
structure,vaccine strain,2
structure,vietnam,2
structure,viral titer,2
structure,virus titer,2
structure,vsv,2
structure,winter,2
structure,worker,2
structure,young child,2
structure,study period,1
structure,titer,1
structure,total number,1
structure,university hospital,1
structure,upper respiratory tract infection,1
structure,ventilation,1
structure,viral agent,1
structure,viral pneumonia,1
structure,viral respiratory infection,1
structure,viremia,1
structure,virus detection,1
structure,virus isolation,1
structure,vomiting,1
study design,symptom,17
study design,total,14
study design,surveillance,8
study design,young child,7
study design,test result,6
study design,upper respiratory tract infection,6
study design,study period,5
study design,subject,5
study design,survey,5
study design,virus detection,5
study design,training,4
study design,viral agent,4
study design,world health organization,4
study design,swab,3
study design,taiwan,3
study design,threat,3
study design,total number,3
study design,viral rna,3
study design,viremia,3
study design,vitro,3
study design,winter,3
study design,surveillance system,2
study design,titre,2
study design,uncertainty,2
study design,university hospital,2
study design,ventilation,2
study design,viral antigen,2
study design,viral replication,2
study design,virus isolation,2
study design,visit,2
study design,vomiting,2
study design,ward,2
study design,web,2
study design,woman,2
study design,worker,2
study design,year period,2
study design,t cell,1
study design,team,1
study design,template,1
study design,throat swab,1
study design,titer,1
study design,toll,1
study design,transportation,1
study design,travel,1
study design,united state,1
study design,united states,1
study design,university,1
study design,variable,1
study design,vesicular stomatitis virus,1
study design,viral protein,1
study design,viral respiratory infection,1
